report_date,sku,total_quantity
04/04/2022,AN205-YELLOW-S,2
04/04/2022,AN209-BIEGE-XL,1
04/04/2022,BL003-50BLACK-B,1
04/04/2022,BL006-54BLACK,0
04/04/2022,BL009-61BLACK,3
04/04/2022,BL015-63PINK,1
04/04/2022,BL023-74PINK-B,1
04/04/2022,BL035-161GOLD,4
04/04/2022,BL050-83RED-A,1
04/04/2022,BL057-65BLACK-A,3
04/04/2022,BL099-L,1
04/04/2022,BL102-L,1
04/04/2022,BL103-XS,2
04/04/2022,BL104-XS,1
04/04/2022,BL104-XXL,1
04/04/2022,BL109-XXL,0
04/04/2022,BL110-L,1
04/04/2022,BL110-M,1
04/04/2022,BL111-L,2
04/04/2022,BL111-M,1
04/04/2022,BL113-L,1
04/04/2022,BL113-S,2
04/04/2022,BL113-XS,2
04/04/2022,BTM029-NP-L,1
04/04/2022,BTM029-NP-S,1
04/04/2022,BTM030-NP-XS,1
04/04/2022,BTM032-NP-XS,1
04/04/2022,BTM036-PP-S,1
04/04/2022,BTM037-PP-XL,1
04/04/2022,BTM040-PP-XS,0
04/04/2022,BTM047-PP-L,1
04/04/2022,J0002-SKD-L,1
04/04/2022,J0002-SKD-M,1
04/04/2022,J0002-SKD-S,2
04/04/2022,J0002-SKD-XL,2
04/04/2022,J0002-SKD-XXXL,5
04/04/2022,J0003-SET-L,11
04/04/2022,J0003-SET-M,15
04/04/2022,J0003-SET-S,6
04/04/2022,J0003-SET-XL,9
04/04/2022,J0003-SET-XS,7
04/04/2022,J0003-SET-XXL,7
04/04/2022,J0003-SET-XXXL,10
04/04/2022,J0004-SKD-M,1
04/04/2022,J0004-SKD-XXL,1
04/04/2022,J0005-DR-L,1
04/04/2022,J0005-DR-S,3
04/04/2022,J0005-DR-XL,4
04/04/2022,J0005-DR-XS,2
04/04/2022,J0006-SET-L,4
04/04/2022,J0006-SET-M,2
04/04/2022,J0006-SET-S,1
04/04/2022,J0006-SET-XL,3
04/04/2022,J0006-SET-XXL,1
04/04/2022,J0007-SKD-M,1
04/04/2022,J0007-SKD-S,1
04/04/2022,J0007-SKD-XXL,1
04/04/2022,J0008-SKD-L,6
04/04/2022,J0008-SKD-M,2
04/04/2022,J0008-SKD-S,15
04/04/2022,J0008-SKD-XL,3
04/04/2022,J0008-SKD-XS,3
04/04/2022,J0008-SKD-XXL,2
04/04/2022,J0008-SKD-XXXL,1
04/04/2022,J0009-SKD-L,1
04/04/2022,J0009-SKD-M,4
04/04/2022,J0009-SKD-XL,1
04/04/2022,J0009-SKD-XS,1
04/04/2022,J0011-LCD-M,2
04/04/2022,J0012-SKD-L,1
04/04/2022,J0012-SKD-M,2
04/04/2022,J0012-SKD-S,3
04/04/2022,J0012-SKD-XL,2
04/04/2022,J0012-SKD-XXL,2
04/04/2022,J0012-SKD-XXXL,3
04/04/2022,J0013-SKD-L,1
04/04/2022,J0013-SKD-M,1
04/04/2022,J0013-SKD-XS,2
04/04/2022,J0013-SKD-XXXL,2
04/04/2022,J0014-LCD-M,1
04/04/2022,J0014-LCD-S,0
04/04/2022,J0014-LCD-XS,1
04/04/2022,J0023-TP-S,2
04/04/2022,J0023-TP-XL,1
04/04/2022,J0023-TP-XS,2
04/04/2022,J0025-DR-S,1
04/04/2022,J0025-DR-XL,1
04/04/2022,J0028-KR-S,1
04/04/2022,J0029-KR-XS,1
04/04/2022,J0033-KR-XL,1
04/04/2022,J0033-KR-XXL,1
04/04/2022,J0034-SET-XL,1
04/04/2022,J0034-SET-XS,1
04/04/2022,J0038-DR-XXXL,1
04/04/2022,J0041-SET-XL,1
04/04/2022,J0041-SET-XS,1
04/04/2022,J0041-SET-XXXL,1
04/04/2022,J0042-DR-L,1
04/04/2022,J0044-TP-S,2
04/04/2022,J0044-TP-XS,1
04/04/2022,J0047-TP-XL,1
04/04/2022,J0048-TP-S,1
04/04/2022,J0048-TP-XL,1
04/04/2022,J0055-SET-XS,1
04/04/2022,J0062-DR-XXL,2
04/04/2022,J0073-KR-XL,1
04/04/2022,J0075-KR-M,1
04/04/2022,J0077-SKD-M,1
04/04/2022,J0077-SKD-S,1
04/04/2022,J0077-SKD-XS,1
04/04/2022,J0077-SKD-XXXL,1
04/04/2022,J0078-SET-S,2
04/04/2022,J0080-TP-S,1
04/04/2022,J0080-TP-XS,2
04/04/2022,J0080-TP-XXL,1
04/04/2022,J0081-DR-XL,1
04/04/2022,J0089-TP-XXL,1
04/04/2022,J0090-TP-L,1
04/04/2022,J0091-TP-M,1
04/04/2022,J0091-TP-XXL,2
04/04/2022,J0092-SET-XL,4
04/04/2022,J0092-SET-XXXL,1
04/04/2022,J0093-DR-M,1
04/04/2022,J0093-DR-XS,1
04/04/2022,J0094-KR-L,1
04/04/2022,J0094-KR-S,1
04/04/2022,J0094-KR-XXL,1
04/04/2022,J0094-KR-XXXL,2
04/04/2022,J0095-SET-L,1
04/04/2022,J0095-SET-M,3
04/04/2022,J0095-SET-S,1
04/04/2022,J0095-SET-XL,5
04/04/2022,J0095-SET-XS,1
04/04/2022,J0095-SET-XXL,2
04/04/2022,J0095-SET-XXXL,7
04/04/2022,J0096-KR-L,1
04/04/2022,J0096-KR-XXL,2
04/04/2022,J0096-KR-XXXL,2
04/04/2022,J0097-KR-S,5
04/04/2022,J0097-KR-XL,3
04/04/2022,J0097-KR-XS,4
04/04/2022,J0097-KR-XXXL,1
04/04/2022,J0098-TP-L,1
04/04/2022,J0098-TP-M,0
04/04/2022,J0098-TP-XXXL,1
04/04/2022,J0103-SKD-S,1
04/04/2022,J0104-KR-S,2
04/04/2022,J0104-KR-XL,2
04/04/2022,J0106-KR-XL,1
04/04/2022,J0108-SKD-XXL,1
04/04/2022,J0109-SKD-L,1
04/04/2022,J0109-SKD-XXL,1
04/04/2022,J0111-TP-XL,1
04/04/2022,J0111-TP-XS,1
04/04/2022,J0111-TP-XXL,1
04/04/2022,J0112-TP-L,2
04/04/2022,J0112-TP-M,2
04/04/2022,J0112-TP-S,2
04/04/2022,J0112-TP-XL,4
04/04/2022,J0112-TP-XXXL,1
04/04/2022,J0113-TP-M,1
04/04/2022,J0113-TP-S,1
04/04/2022,J0113-TP-XL,2
04/04/2022,J0113-TP-XS,1
04/04/2022,J0113-TP-XXL,2
04/04/2022,J0117-TP-M,3
04/04/2022,J0117-TP-S,3
04/04/2022,J0117-TP-XS,2
04/04/2022,J0117-TP-XXL,1
04/04/2022,J0117-TP-XXXL,3
04/04/2022,J0118-TP-L,5
04/04/2022,J0118-TP-M,2
04/04/2022,J0118-TP-S,2
04/04/2022,J0118-TP-XL,14
04/04/2022,J0118-TP-XS,1
04/04/2022,J0118-TP-XXL,10
04/04/2022,J0118-TP-XXXL,9
04/04/2022,J0119-TP-L,3
04/04/2022,J0119-TP-M,2
04/04/2022,J0119-TP-S,2
04/04/2022,J0119-TP-XL,5
04/04/2022,J0119-TP-XS,1
04/04/2022,J0119-TP-XXL,5
04/04/2022,J0119-TP-XXXL,3
04/04/2022,J0120-TP-L,1
04/04/2022,J0120-TP-XL,1
04/04/2022,J0122-TP-M,3
04/04/2022,J0122-TP-S,2
04/04/2022,J0122-TP-XL,3
04/04/2022,J0122-TP-XS,1
04/04/2022,J0122-TP-XXL,4
04/04/2022,J0122-TP-XXXL,2
04/04/2022,J0123-TP-XL,1
04/04/2022,J0123-TP-XXL,1
04/04/2022,J0124-TP-L,1
04/04/2022,J0124-TP-M,1
04/04/2022,J0124-TP-XL,3
04/04/2022,J0124-TP-XXL,1
04/04/2022,J0124-TP-XXXL,2
04/04/2022,J0126-SKD-M,1
04/04/2022,J0126-SKD-XXXL,1
04/04/2022,J0127-SKD-S,1
04/04/2022,J0127-SKD-XS,4
04/04/2022,J0129-SET-S,2
04/04/2022,J0131-KR-L,1
04/04/2022,J0131-KR-S,1
04/04/2022,J0131-KR-XL,1
04/04/2022,J0131-KR-XS,1
04/04/2022,J0132-KR-L,2
04/04/2022,J0132-KR-XS,2
04/04/2022,J0132-KR-XXXL,7
04/04/2022,J0133-KR-A-M,1
04/04/2022,J0133-KR-A-XL,1
04/04/2022,J0133-KR-XXL,1
04/04/2022,J0133-KR-XXXL,1
04/04/2022,J0134-SET-L,3
04/04/2022,J0134-SET-M,1
04/04/2022,J0134-SET-XXXL,2
04/04/2022,J0136-KR-S,3
04/04/2022,J0136-KR-XS,1
04/04/2022,J0137-SET-XS,1
04/04/2022,J0137-SET-XXL,1
04/04/2022,J0138-KR-M,1
04/04/2022,J0139-KR-M,2
04/04/2022,J0139-KR-XL,2
04/04/2022,J0139-KR-XXXL,2
04/04/2022,J0140-SET-S,1
04/04/2022,J0140-SET-XXL,1
04/04/2022,J0140-SET-XXXL,1
04/04/2022,J0142-KR-L,1
04/04/2022,J0143-SET-A-L,1
04/04/2022,J0145-SET-XS,2
04/04/2022,J0147-SET-XXL,2
04/04/2022,J0147-SET-XXXL,1
04/04/2022,J0149-KR-XS,1
04/04/2022,J0151-KR-L,2
04/04/2022,J0152-DR-L,1
04/04/2022,J0152-DR-S,2
04/04/2022,J0153-DR-L,2
04/04/2022,J0153-DR-S,2
04/04/2022,J0153-DR-XL,2
04/04/2022,J0153-DR-XS,2
04/04/2022,J0153-DR-XXL,2
04/04/2022,J0154-DR-L,3
04/04/2022,J0154-DR-M,1
04/04/2022,J0154-DR-XS,2
04/04/2022,J0154-DR-XXL,4
04/04/2022,J0154-DR-XXXL,1
04/04/2022,J0155-KR-L,2
04/04/2022,J0155-KR-S,1
04/04/2022,J0157-DR-L,2
04/04/2022,J0157-DR-M,3
04/04/2022,J0157-DR-S,2
04/04/2022,J0157-DR-XL,3
04/04/2022,J0157-DR-XS,1
04/04/2022,J0157-DR-XXL,3
04/04/2022,J0157-DR-XXXL,2
04/04/2022,J0158-DR-L,1
04/04/2022,J0158-DR-M,1
04/04/2022,J0158-DR-S,1
04/04/2022,J0158-DR-XXL,1
04/04/2022,J0159-DR-XXL,1
04/04/2022,J0160-TP-L,2
04/04/2022,J0160-TP-S,1
04/04/2022,J0161-DR-L,1
04/04/2022,J0161-DR-M,2
04/04/2022,J0161-DR-XL,1
04/04/2022,J0162-SKD-L,1
04/04/2022,J0163-SKD-S,1
04/04/2022,J0164-DR-L,2
04/04/2022,J0164-DR-M,2
04/04/2022,J0164-DR-XL,2
04/04/2022,J0164-DR-XXL,3
04/04/2022,J0165-TP-L,2
04/04/2022,J0165-TP-M,1
04/04/2022,J0165-TP-S,1
04/04/2022,J0165-TP-XL,1
04/04/2022,J0165-TP-XXL,1
04/04/2022,J0166-DR-M,1
04/04/2022,J0167-KR-L,3
04/04/2022,J0167-KR-M,1
04/04/2022,J0167-KR-XXL,1
04/04/2022,J0171-DR-XL,1
04/04/2022,J0171-DR-XXL,1
04/04/2022,J0172-TP-XS,1
04/04/2022,J0176-TP-L,2
04/04/2022,J0176-TP-M,1
04/04/2022,J0176-TP-XL,1
04/04/2022,J0178-TP-L,2
04/04/2022,J0178-TP-XXXL,0
04/04/2022,J0179-KR-S,2
04/04/2022,J0179-KR-XS,1
04/04/2022,J0179-KR-XXXL,1
04/04/2022,J0180-DR-XXXL,0
04/04/2022,J0181-TP-L,2
04/04/2022,J0181-TP-XL,1
04/04/2022,J0181-TP-XS,1
04/04/2022,J0181-TP-XXL,2
04/04/2022,J0181-TP-XXXL,1
04/04/2022,J0183-TP-M,1
04/04/2022,J0184-KR-XS,2
04/04/2022,J0184-KR-XXXL,1
04/04/2022,J0189-TP-L,2
04/04/2022,J0189-TP-XXXL,1
04/04/2022,J0192-TP-XL,1
04/04/2022,J0192-TP-XXL,1
04/04/2022,J0196-TP-M,1
04/04/2022,J0196-TP-XL,1
04/04/2022,J0196-TP-XXL,1
04/04/2022,J0196-TP-XXXL,1
04/04/2022,J0198-TP-L,1
04/04/2022,J0198-TP-S,1
04/04/2022,J0199-SET-XL,1
04/04/2022,J0199-SET-XS,1
04/04/2022,J0201-TP-XXXL,1
04/04/2022,J0202-TP-XL,1
04/04/2022,J0204-TP-M,1
04/04/2022,J0205-TP-S,1
04/04/2022,J0205-TP-XXL,1
04/04/2022,J0205-TP-XXXL,1
04/04/2022,J0209-DR-L,1
04/04/2022,J0210-DR-M,1
04/04/2022,J0212-DR-L,1
04/04/2022,J0212-DR-XL,1
04/04/2022,J0212-DR-XXXL,1
04/04/2022,J0213-TP-L,1
04/04/2022,J0213-TP-XXXL,1
04/04/2022,J0214-TP-XXXL,1
04/04/2022,J0215-BL-L,1
04/04/2022,J0215-BL-XL,1
04/04/2022,J0215-BL-XXL,4
04/04/2022,J0216-BL-M,1
04/04/2022,J0216-BL-S,1
04/04/2022,J0216-BL-XXL,1
04/04/2022,J0217-BL-XL,1
04/04/2022,J0219-BL-M,1
04/04/2022,J0219-BL-XXL,1
04/04/2022,J0220-BL-S,1
04/04/2022,J0220-BL-XL,2
04/04/2022,J0228-SKD-L,1
04/04/2022,J0228-SKD-XL,1
04/04/2022,J0229-SKD-S,1
04/04/2022,J0230-SKD-L,26
04/04/2022,J0230-SKD-M,59
04/04/2022,J0230-SKD-S,44
04/04/2022,J0230-SKD-XL,8
04/04/2022,J0230-SKD-XS,24
04/04/2022,J0230-SKD-XXL,7
04/04/2022,J0230-SKD-XXXL,2
04/04/2022,J0231-SKD-L,1
04/04/2022,J0231-SKD-M,1
04/04/2022,J0231-SKD-XL,1
04/04/2022,J0232-SKD-XXXL,1
04/04/2022,J0233-SKD-M,1
04/04/2022,J0233-SKD-XXXL,1
04/04/2022,J0234-SKD-L,2
04/04/2022,J0234-SKD-M,1
04/04/2022,J0234-SKD-S,2
04/04/2022,J0234-SKD-XXXL,1
04/04/2022,J0235-SKD-M,1
04/04/2022,J0236-SKD-L,5
04/04/2022,J0236-SKD-M,8
04/04/2022,J0236-SKD-S,1
04/04/2022,J0236-SKD-XL,3
04/04/2022,J0236-SKD-XS,2
04/04/2022,J0236-SKD-XXL,2
04/04/2022,J0236-SKD-XXXL,7
04/04/2022,J0238-LCD-XL,1
04/04/2022,J0239-SKD-M,1
04/04/2022,J0239-SKD-XL,1
04/04/2022,J0239-SKD-XS,1
04/04/2022,J0241-SKD-XL,1
04/04/2022,J0242-SKD-M,1
04/04/2022,J0243-DR-S,1
04/04/2022,J0243-DR-XL,1
04/04/2022,J0243-DR-XXXL,1
04/04/2022,J0244-SKD-M,2
04/04/2022,J0244-SKD-S,0
04/04/2022,J0244-SKD-XS,1
04/04/2022,J0244-SKD-XXXL,1
04/04/2022,J0245-SKD-L,1
04/04/2022,J0245-SKD-XXL,1
04/04/2022,J0245-SKD-XXXL,1
04/04/2022,J0247-SKD-M,0
04/04/2022,J0247-SKD-XS,0
04/04/2022,J0248-KR-DPT-M,1
04/04/2022,J0248-KR-DPT-XXXL,1
04/04/2022,J0249-SKD-L,1
04/04/2022,J0249-SKD-XL,2
04/04/2022,J0251-SKD-XS,0
04/04/2022,J0252-SKD-S,2
04/04/2022,J0252-SKD-XL,2
04/04/2022,J0254-SKD-S,2
04/04/2022,J0254-SKD-XS,0
04/04/2022,J0277-SKD-L,1
04/04/2022,J0277-SKD-M,2
04/04/2022,J0277-SKD-XL,2
04/04/2022,J0277-SKD-XXL,1
04/04/2022,J0280-SKD-L,1
04/04/2022,J0280-SKD-M,1
04/04/2022,J0280-SKD-XL,1
04/04/2022,J0280-SKD-XS,3
04/04/2022,J0280-SKD-XXL,3
04/04/2022,J0281-SKD-L,1
04/04/2022,J0281-SKD-S,5
04/04/2022,J0281-SKD-XXL,1
04/04/2022,J0282-SET-S,1
04/04/2022,J0283-SET-L,1
04/04/2022,J0283-SET-S,1
04/04/2022,J0283-SET-XL,2
04/04/2022,J0283-SET-XXL,1
04/04/2022,J0284-SKD-L,1
04/04/2022,J0284-SKD-M,3
04/04/2022,J0284-SKD-S,2
04/04/2022,J0284-SKD-XXXL,1
04/04/2022,J0285-SKD-L,1
04/04/2022,J0285-SKD-M,3
04/04/2022,J0285-SKD-S,1
04/04/2022,J0285-SKD-XL,4
04/04/2022,J0285-SKD-XS,2
04/04/2022,J0285-SKD-XXXL,4
04/04/2022,J0290-CD-XXL,1
04/04/2022,J0292-TP-XL,0
04/04/2022,J0292-TP-XXL,2
04/04/2022,J0294-TP-XL,1
04/04/2022,J0295-DR-L,2
04/04/2022,J0295-DR-XL,1
04/04/2022,J0297-TP-L,4
04/04/2022,J0297-TP-M,3
04/04/2022,J0297-TP-S,2
04/04/2022,J0297-TP-XL,4
04/04/2022,J0297-TP-XXL,1
04/04/2022,J0297-TP-XXXL,2
04/04/2022,J0298-DR-S,1
04/04/2022,J0299-KR-XXL,2
04/04/2022,J0299-KR-XXXL,3
04/04/2022,J0300-TP-L,1
04/04/2022,J0300-TP-XXL,1
04/04/2022,J0301-TP-L,3
04/04/2022,J0301-TP-M,1
04/04/2022,J0301-TP-XL,5
04/04/2022,J0301-TP-XXL,1
04/04/2022,J0301-TP-XXXL,1
04/04/2022,J0302-DR-XXXL,2
04/04/2022,J0304-TP-XS,2
04/04/2022,J0304-TP-XXXL,2
04/04/2022,J0305-DR-L,1
04/04/2022,J0306-DR-L,1
04/04/2022,J0306-DR-M,2
04/04/2022,J0306-DR-S,1
04/04/2022,J0306-DR-XL,2
04/04/2022,J0306-DR-XS,1
04/04/2022,J0306-DR-XXXL,1
04/04/2022,J0308-DR-L,1
04/04/2022,J0308-DR-XL,3
04/04/2022,J0308-DR-XXL,1
04/04/2022,J0308-DR-XXXL,2
04/04/2022,J0328-KR-M,1
04/04/2022,J0328-KR-XL,2
04/04/2022,J0328-KR-XXL,1
04/04/2022,J0329-KR-M,3
04/04/2022,J0329-KR-XXL,2
04/04/2022,J0331-KR-XXXL,1
04/04/2022,J0332-DR-XL,0
04/04/2022,J0334-TP-M,9
04/04/2022,J0334-TP-S,4
04/04/2022,J0334-TP-XL,2
04/04/2022,J0334-TP-XS,2
04/04/2022,J0334-TP-XXL,1
04/04/2022,J0334-TP-XXXL,2
04/04/2022,J0335-DR-L,8
04/04/2022,J0335-DR-M,2
04/04/2022,J0335-DR-S,2
04/04/2022,J0335-DR-XL,5
04/04/2022,J0335-DR-XS,1
04/04/2022,J0335-DR-XXL,1
04/04/2022,J0336-TP-L,2
04/04/2022,J0336-TP-M,1
04/04/2022,J0336-TP-XL,1
04/04/2022,J0336-TP-XXL,1
04/04/2022,J0337-TP-L,5
04/04/2022,J0337-TP-M,3
04/04/2022,J0337-TP-S,1
04/04/2022,J0337-TP-XL,2
04/04/2022,J0337-TP-XS,3
04/04/2022,J0337-TP-XXL,3
04/04/2022,J0338-DR-L,4
04/04/2022,J0338-DR-M,2
04/04/2022,J0338-DR-S,2
04/04/2022,J0338-DR-XL,2
04/04/2022,J0338-DR-XS,1
04/04/2022,J0339-DR-M,7
04/04/2022,J0339-DR-S,3
04/04/2022,J0339-DR-XL,4
04/04/2022,J0339-DR-XS,1
04/04/2022,J0339-DR-XXXL,1
04/04/2022,J0340-TP-L,1
04/04/2022,J0340-TP-S,2
04/04/2022,J0340-TP-XL,2
04/04/2022,J0340-TP-XS,1
04/04/2022,J0341-DR-L,7
04/04/2022,J0341-DR-M,6
04/04/2022,J0341-DR-XL,4
04/04/2022,J0341-DR-XS,6
04/04/2022,J0341-DR-XXL,1
04/04/2022,J0341-DR-XXXL,2
04/04/2022,J0342-TP-L,3
04/04/2022,J0342-TP-M,2
04/04/2022,J0342-TP-XS,3
04/04/2022,J0342-TP-XXXL,1
04/04/2022,J0343-DR-M,3
04/04/2022,J0343-DR-S,1
04/04/2022,J0343-DR-XL,3
04/04/2022,J0343-DR-XS,2
04/04/2022,J0343-DR-XXL,2
04/04/2022,J0343-DR-XXXL,1
04/04/2022,J0344-TP-L,5
04/04/2022,J0344-TP-M,9
04/04/2022,J0344-TP-S,7
04/04/2022,J0344-TP-XL,5
04/04/2022,J0344-TP-XS,2
04/04/2022,J0344-TP-XXL,9
04/04/2022,J0344-TP-XXXL,1
04/04/2022,J0345-SET-L,1
04/04/2022,J0345-SET-M,2
04/04/2022,J0345-SET-XL,1
04/04/2022,J0346-SET-L,7
04/04/2022,J0346-SET-S,2
04/04/2022,J0346-SET-XL,4
04/04/2022,J0346-SET-XS,4
04/04/2022,J0346-SET-XXXL,2
04/04/2022,J0347-SET-L,1
04/04/2022,J0347-SET-XL,3
04/04/2022,J0347-SET-XS,2
04/04/2022,J0347-SET-XXXL,1
04/04/2022,J0348-SET-M,1
04/04/2022,J0348-SET-S,2
04/04/2022,J0348-SET-XS,2
04/04/2022,J0349-SET-L,3
04/04/2022,J0349-SET-M,5
04/04/2022,J0349-SET-S,5
04/04/2022,J0349-SET-XL,1
04/04/2022,J0349-SET-XS,8
04/04/2022,J0349-SET-XXXL,1
04/04/2022,J0350-SET-L,1
04/04/2022,J0351-SET-L,3
04/04/2022,J0351-SET-M,1
04/04/2022,J0351-SET-S,1
04/04/2022,J0351-SET-XL,2
04/04/2022,J0351-SET-XXXL,1
04/04/2022,J0352-KR-L,2
04/04/2022,J0352-KR-M,3
04/04/2022,J0352-KR-S,0
04/04/2022,J0352-KR-XL,2
04/04/2022,J0352-KR-XXL,2
04/04/2022,J0353-KR-S,2
04/04/2022,J0353-KR-XL,2
04/04/2022,J0354-KR-XL,2
04/04/2022,J0354-KR-XXL,1
04/04/2022,J0355-KR-L,1
04/04/2022,J0355-KR-M,3
04/04/2022,J0355-KR-XL,3
04/04/2022,J0355-KR-XXL,1
04/04/2022,J0369-SKD-M,1
04/04/2022,J0372-SKD-L,0
04/04/2022,J0373-KR-L,1
04/04/2022,J0373-KR-M,3
04/04/2022,J0375-SKD-XL,2
04/04/2022,J0376-SKD-L,1
04/04/2022,J0376-SKD-S,2
04/04/2022,J0376-SKD-XL,2
04/04/2022,J0376-SKD-XS,5
04/04/2022,J0376-SKD-XXL,2
04/04/2022,J0376-SKD-XXXL,3
04/04/2022,J0379-SKD-L,1
04/04/2022,J0379-SKD-XXL,1
04/04/2022,J0381-SKD-L,1
04/04/2022,J0381-SKD-S,1
04/04/2022,J0382-SKD-L,1
04/04/2022,J0382-SKD-M,1
04/04/2022,J0382-SKD-XXXL,1
04/04/2022,J0395-DR-M,1
04/04/2022,J0395-DR-XXL,1
04/04/2022,J0396-DR-XL,1
04/04/2022,J0396-DR-XXXL,1
04/04/2022,J0398-DR-XXL,1
04/04/2022,J0401-DR-M,2
04/04/2022,J0401-DR-XXL,2
04/04/2022,J0414-DR-L,1
04/04/2022,J0414-DR-XXL,1
04/04/2022,J0415-DR-S,1
04/04/2022,JNE09187-PINK-SR-JP7104RNV,1
04/04/2022,JNE1233-BLUE-KR-031-XL,2
04/04/2022,JNE1233-BLUE-KR-031-XXL,1
04/04/2022,JNE1408-GREY-KR-UDF19-L,0
04/04/2022,JNE1408-KR-UDF19-A-XL,1
04/04/2022,JNE1906-KR-031-L,1
04/04/2022,JNE1906-KR-031-M,1
04/04/2022,JNE1906-KR-031-XXL,1
04/04/2022,JNE1951-KR-155-XS,1
04/04/2022,JNE1951-KR-155-XXL,1
04/04/2022,JNE1977-KR-237-L,1
04/04/2022,JNE1977-KR-237-M,1
04/04/2022,JNE2009-KR-310-XXL,2
04/04/2022,JNE2014-KR-178-L,4
04/04/2022,JNE2014-KR-178-M,3
04/04/2022,JNE2014-KR-178-XL,7
04/04/2022,JNE2014-KR-178-XXL,6
04/04/2022,JNE2014-KR-178-XXXL,5
04/04/2022,JNE2049-KR-351-XL,3
04/04/2022,JNE2049-KR-351-XXXL1,3
04/04/2022,JNE2086-KR-389-L,1
04/04/2022,JNE2086-KR-389-S,1
04/04/2022,JNE2086-KR-389-XXXL,1
04/04/2022,JNE2100-KR-144-S,0
04/04/2022,JNE2100-KR-144-XL,1
04/04/2022,JNE2101-KR-210-L,1
04/04/2022,JNE2113-KR-381-XXL,1
04/04/2022,JNE2132-KR-398-M,1
04/04/2022,JNE2132-KR-398-XL,1
04/04/2022,JNE2153-KR-278-A-M,1
04/04/2022,JNE2153-KR-278-A-S,1
04/04/2022,JNE2153-KR-278-A-XXL,1
04/04/2022,JNE2170-KR-436-S,1
04/04/2022,JNE2171-KR-437-XL,3
04/04/2022,JNE2171-KR-437-XXXL,1
04/04/2022,JNE2199-KR-411-A-L,5
04/04/2022,JNE2199-KR-411-A-M,3
04/04/2022,JNE2199-KR-411-A-XL,5
04/04/2022,JNE2199-KR-411-A-XXL,1
04/04/2022,JNE2205-KR-467-A-S,2
04/04/2022,JNE2251-KR-537-C-L,1
04/04/2022,JNE2251-KR-537-C-XXL,1
04/04/2022,JNE2262-KR-569-S,1
04/04/2022,JNE2270-KR-487-A-L,3
04/04/2022,JNE2270-KR-487-A-M,3
04/04/2022,JNE2270-KR-487-A-S,4
04/04/2022,JNE2270-KR-487-A-XL,5
04/04/2022,JNE2270-KR-487-A-XXL,2
04/04/2022,JNE2291-KR-602-M,1
04/04/2022,JNE2291-KR-602-XL,1
04/04/2022,JNE2305-KR-533-L,3
04/04/2022,JNE2305-KR-533-M,1
04/04/2022,JNE2305-KR-533-S,2
04/04/2022,JNE2305-KR-533-XL,3
04/04/2022,JNE2305-KR-533-XXL,3
04/04/2022,JNE3030-KR-L,1
04/04/2022,JNE3030-KR-XXL,0
04/04/2022,JNE3042-KR-L,1
04/04/2022,JNE3042-KR-XL,1
04/04/2022,JNE3065-KR-L,1
04/04/2022,JNE3065-KR-XXL,0
04/04/2022,JNE3068-KR-A-L,5
04/04/2022,JNE3068-KR-A-M,4
04/04/2022,JNE3160-KR-G-L,4
04/04/2022,JNE3160-KR-G-M,3
04/04/2022,JNE3160-KR-G-S,2
04/04/2022,JNE3160-KR-G-XL,7
04/04/2022,JNE3160-KR-L,0
04/04/2022,JNE3252-KR-M,0
04/04/2022,JNE3252-KR-XXXL,2
04/04/2022,JNE3256-KR-L,3
04/04/2022,JNE3256-KR-M,2
04/04/2022,JNE3256-KR-S,2
04/04/2022,JNE3256-KR-XS,1
04/04/2022,JNE3256-KR-XXXL,2
04/04/2022,JNE3265-KR-M,1
04/04/2022,JNE3265-KR-S,0
04/04/2022,JNE3270-KR-XXXL,1
04/04/2022,JNE3288-KR-XXXL,1
04/04/2022,JNE3291-KR-L,18
04/04/2022,JNE3291-KR-S,3
04/04/2022,JNE3291-KR-XL,5
04/04/2022,JNE3291-KR-XS,0
04/04/2022,JNE3291-KR-XXL,3
04/04/2022,JNE3291-KR-XXXL,3
04/04/2022,JNE3294-KR-L,1
04/04/2022,JNE3294-KR-M,1
04/04/2022,JNE3294-KR-S,1
04/04/2022,JNE3294-KR-XS,2
04/04/2022,JNE3294-KR-XXL,1
04/04/2022,JNE3294-KR-XXXL,1
04/04/2022,JNE3311-KR-L,2
04/04/2022,JNE3311-KR-M,2
04/04/2022,JNE3311-KR-XS,1
04/04/2022,JNE3311-KR-XXL,2
04/04/2022,JNE3311-KR-XXXL,1
04/04/2022,JNE3323-KR-A-S,1
04/04/2022,JNE3323-KR-A-XL,1
04/04/2022,JNE3323-KR-L,1
04/04/2022,JNE3323-KR-M,1
04/04/2022,JNE3323-KR-S,1
04/04/2022,JNE3323-KR-XS,1
04/04/2022,JNE3323-KR-XXXL,1
04/04/2022,JNE3334-KR-XXL,1
04/04/2022,JNE3348-KR-XL,1
04/04/2022,JNE3364-KR-1051-A-L,2
04/04/2022,JNE3364-KR-1051-A-M,1
04/04/2022,JNE3364-KR-1051-A-XXXL,1
04/04/2022,JNE3365-KR-1052-A-XS,2
04/04/2022,JNE3366-KR-1053-L,1
04/04/2022,JNE3366-KR-1053-M,1
04/04/2022,JNE3366-KR-1053-S,1
04/04/2022,JNE3366-KR-1053-XXXL,1
04/04/2022,JNE3368-KR-L,5
04/04/2022,JNE3368-KR-S,1
04/04/2022,JNE3368-KR-XL,5
04/04/2022,JNE3368-KR-XS,7
