report_date,sku,total_quantity
11/04/2022,JNE3610-KR-XS,2
11/04/2022,JNE3610-KR-XXXL,1
11/04/2022,JNE3611-KR-L,4
11/04/2022,JNE3611-KR-M,0
11/04/2022,JNE3611-KR-S,1
11/04/2022,JNE3612-KR-M,1
11/04/2022,JNE3612-KR-S,1
11/04/2022,JNE3613-KR-L,2
11/04/2022,JNE3613-KR-M,5
11/04/2022,JNE3613-KR-XL,6
11/04/2022,JNE3613-KR-XS,1
11/04/2022,JNE3613-KR-XXL,1
11/04/2022,JNE3613-KR-XXXL,1
11/04/2022,JNE3614-KR-XL,2
11/04/2022,JNE3614-KR-XS,2
11/04/2022,JNE3614-KR-XXL,1
11/04/2022,JNE3614-KR-XXXL,6
11/04/2022,JNE3615-KR-L,1
11/04/2022,JNE3615-KR-S,1
11/04/2022,JNE3615-KR-XL,1
11/04/2022,JNE3615-KR-XS,1
11/04/2022,JNE3615-KR-XXXL,1
11/04/2022,JNE3616-KR-L,3
11/04/2022,JNE3616-KR-M,2
11/04/2022,JNE3616-KR-XL,4
11/04/2022,JNE3616-KR-XS,2
11/04/2022,JNE3616-KR-XXL,3
11/04/2022,JNE3616-KR-XXXL,1
11/04/2022,JNE3617-KR-L,1
11/04/2022,JNE3617-KR-S,2
11/04/2022,JNE3617-KR-XL,1
11/04/2022,JNE3617-KR-XS,1
11/04/2022,JNE3617-KR-XXXL,2
11/04/2022,JNE3618-KR-L,6
11/04/2022,JNE3618-KR-M,6
11/04/2022,JNE3618-KR-S,4
11/04/2022,JNE3618-KR-XL,1
11/04/2022,JNE3618-KR-XS,3
11/04/2022,JNE3618-KR-XXL,10
11/04/2022,JNE3618-KR-XXXL,1
11/04/2022,JNE3619-KR-L,1
11/04/2022,JNE3619-KR-M,2
11/04/2022,JNE3619-KR-XL,1
11/04/2022,JNE3619-KR-XXL,5
11/04/2022,JNE3620-KR-L,2
11/04/2022,JNE3620-KR-M,3
11/04/2022,JNE3620-KR-S,0
11/04/2022,JNE3620-KR-XL,4
11/04/2022,JNE3620-KR-XS,4
11/04/2022,JNE3621-KR-L,2
11/04/2022,JNE3621-KR-M,1
11/04/2022,JNE3621-KR-XL,1
11/04/2022,JNE3621-KR-XXL,2
11/04/2022,JNE3622-KR-L,1
11/04/2022,JNE3622-KR-M,2
11/04/2022,JNE3622-KR-XL,1
11/04/2022,JNE3622-KR-XS,1
11/04/2022,JNE3622-KR-XXL,1
11/04/2022,JNE3623-KR-L,1
11/04/2022,JNE3623-KR-M,3
11/04/2022,JNE3623-KR-XXXL,3
11/04/2022,JNE3625-DR-XXXL,1
11/04/2022,JNE3627-KR-L,3
11/04/2022,JNE3628-KR-XL,1
11/04/2022,JNE3629-KR-S,1
11/04/2022,JNE3629-KR-XL,2
11/04/2022,JNE3630-KR-XL,1
11/04/2022,JNE3630-KR-XXXL,0
11/04/2022,JNE3633-KR-L,3
11/04/2022,JNE3633-KR-S,1
11/04/2022,JNE3633-KR-XL,3
11/04/2022,JNE3633-KR-XXXL,3
11/04/2022,JNE3634-KR-L,6
11/04/2022,JNE3634-KR-M,10
11/04/2022,JNE3634-KR-S,5
11/04/2022,JNE3634-KR-XL,1
11/04/2022,JNE3634-KR-XS,4
11/04/2022,JNE3634-KR-XXL,4
11/04/2022,JNE3634-KR-XXXL,8
11/04/2022,JNE3635-KR-M,1
11/04/2022,JNE3635-KR-XL,1
11/04/2022,JNE3635-KR-XXL,2
11/04/2022,JNE3635-KR-XXXL,1
11/04/2022,JNE3636-KR-L,1
11/04/2022,JNE3636-KR-XL,2
11/04/2022,JNE3636-KR-XXL,3
11/04/2022,JNE3636-KR-XXXL,2
11/04/2022,JNE3637-KR-L,3
11/04/2022,JNE3637-KR-M,1
11/04/2022,JNE3637-KR-S,1
11/04/2022,JNE3638-KR-L,2
11/04/2022,JNE3638-KR-M,1
11/04/2022,JNE3638-KR-S,2
11/04/2022,JNE3638-KR-XL,3
11/04/2022,JNE3638-KR-XS,1
11/04/2022,JNE3638-KR-XXL,1
11/04/2022,JNE3638-KR-XXXL,2
11/04/2022,JNE3639-TP-N-M,1
11/04/2022,JNE3639-TP-N-XL,2
11/04/2022,JNE3639-TP-N-XS,2
11/04/2022,JNE3639-TP-N-XXL,2
11/04/2022,JNE3640-TP-N-L,3
11/04/2022,JNE3640-TP-N-S,1
11/04/2022,JNE3640-TP-N-XL,6
11/04/2022,JNE3640-TP-N-XXL,1
11/04/2022,JNE3641-TP-N-S,2
11/04/2022,JNE3641-TP-N-XS,3
11/04/2022,JNE3642-TP-S,2
11/04/2022,JNE3642-TP-XS,1
11/04/2022,JNE3643-TP-N-L,3
11/04/2022,JNE3643-TP-N-XL,4
11/04/2022,JNE3643-TP-N-XXL,1
11/04/2022,JNE3644-TP-N-S,1
11/04/2022,JNE3644-TP-N-XL,1
11/04/2022,JNE3644-TP-N-XXL,1
11/04/2022,JNE3645-TP-N-L,11
11/04/2022,JNE3645-TP-N-M,6
11/04/2022,JNE3645-TP-N-S,8
11/04/2022,JNE3645-TP-N-XL,5
11/04/2022,JNE3645-TP-N-XS,6
11/04/2022,JNE3645-TP-N-XXL,9
11/04/2022,JNE3647-TP-N-XS,1
11/04/2022,JNE3648-TP-N-S,1
11/04/2022,JNE3648-TP-N-XS,2
11/04/2022,JNE3648-TP-N-XXL,1
11/04/2022,JNE3651-TP-N-L,2
11/04/2022,JNE3651-TP-N-M,2
11/04/2022,JNE3651-TP-N-XL,3
11/04/2022,JNE3651-TP-N-XXL,2
11/04/2022,JNE3652-TP-N-L,2
11/04/2022,JNE3652-TP-N-M,4
11/04/2022,JNE3652-TP-N-S,3
11/04/2022,JNE3652-TP-N-XL,3
11/04/2022,JNE3652-TP-N-XXL,2
11/04/2022,JNE3653-TP-N-XL,2
11/04/2022,JNE3654-TP-L,2
11/04/2022,JNE3654-TP-S,1
11/04/2022,JNE3654-TP-XL,1
11/04/2022,JNE3654-TP-XS,1
11/04/2022,JNE3654-TP-XXL,2
11/04/2022,JNE3655-TP-L,2
11/04/2022,JNE3655-TP-M,2
11/04/2022,JNE3655-TP-XXL,2
11/04/2022,JNE3656-TP-N-L,1
11/04/2022,JNE3656-TP-N-M,2
11/04/2022,JNE3656-TP-N-S,1
11/04/2022,JNE3656-TP-N-XXL,1
11/04/2022,JNE3657-TP-XXL,1
11/04/2022,JNE3658-TP-L,1
11/04/2022,JNE3658-TP-M,2
11/04/2022,JNE3658-TP-XL,1
11/04/2022,JNE3658-TP-XS,2
11/04/2022,JNE3658-TP-XXL,0
11/04/2022,JNE3659-TP-N-L,0
11/04/2022,JNE3659-TP-N-XS,1
11/04/2022,JNE3659-TP-N-XXL,1
11/04/2022,JNE3660-TP-N-L,2
11/04/2022,JNE3660-TP-N-M,0
11/04/2022,JNE3660-TP-N-S,3
11/04/2022,JNE3660-TP-N-XS,1
11/04/2022,JNE3660-TP-N-XXL,1
11/04/2022,JNE3661-TP-XS,1
11/04/2022,JNE3661-TP-XXL,1
11/04/2022,JNE3662-TP-XXL,1
11/04/2022,JNE3663-TP-M,0
11/04/2022,JNE3665-TP-S,1
11/04/2022,JNE3666-TP-S,2
11/04/2022,JNE3666-TP-XS,2
11/04/2022,JNE3667-TP-L,3
11/04/2022,JNE3667-TP-M,1
11/04/2022,JNE3667-TP-XL,2
11/04/2022,JNE3667-TP-XXL,2
11/04/2022,JNE3668-TP-N-L,1
11/04/2022,JNE3668-TP-N-XL,2
11/04/2022,JNE3669-TU-XL,1
11/04/2022,JNE3669-TU-XXL,3
11/04/2022,JNE3670-TU-L,1
11/04/2022,JNE3670-TU-XS,1
11/04/2022,JNE3670-TU-XXXL,3
11/04/2022,JNE3671-TU-S,1
11/04/2022,JNE3671-TU-XXXL,2
11/04/2022,JNE3672-TU-L,2
11/04/2022,JNE3672-TU-M,2
11/04/2022,JNE3672-TU-XL,1
11/04/2022,JNE3672-TU-XXL,1
11/04/2022,JNE3672-TU-XXXL,1
11/04/2022,JNE3673-TU-L,2
11/04/2022,JNE3673-TU-M,1
11/04/2022,JNE3673-TU-XL,1
11/04/2022,JNE3675-TU-L,6
11/04/2022,JNE3675-TU-M,1
11/04/2022,JNE3675-TU-S,0
11/04/2022,JNE3675-TU-XL,2
11/04/2022,JNE3675-TU-XS,2
11/04/2022,JNE3675-TU-XXL,2
11/04/2022,JNE3676-TU-M,1
11/04/2022,JNE3676-TU-S,1
11/04/2022,JNE3676-TU-XL,1
11/04/2022,JNE3676-TU-XS,1
11/04/2022,JNE3676-TU-XXL,2
11/04/2022,JNE3676-TU-XXXL,1
11/04/2022,JNE3678-TU-XL,2
11/04/2022,JNE3678-TU-XXXL,1
11/04/2022,JNE3679-TU-L,2
11/04/2022,JNE3679-TU-S,1
11/04/2022,JNE3680-TU-M,2
11/04/2022,JNE3680-TU-S,1
11/04/2022,JNE3680-TU-XL,1
11/04/2022,JNE3680-TU-XS,2
11/04/2022,JNE3680-TU-XXXL,4
11/04/2022,JNE3683-TU-S,1
11/04/2022,JNE3683-TU-XL,1
11/04/2022,JNE3684-TU-S,1
11/04/2022,JNE3684-TU-XS,2
11/04/2022,JNE3686-TU-L,1
11/04/2022,JNE3686-TU-M,1
11/04/2022,JNE3686-TU-XL,1
11/04/2022,JNE3686-TU-XS,1
11/04/2022,JNE3686-TU-XXL,0
11/04/2022,JNE3687-TU-XS,2
11/04/2022,JNE3688-TU-M,1
11/04/2022,JNE3688-TU-XL,2
11/04/2022,JNE3688-TU-XS,2
11/04/2022,JNE3688-TU-XXL,3
11/04/2022,JNE3688-TU-XXXL,1
11/04/2022,JNE3689-TU-L,2
11/04/2022,JNE3689-TU-M,2
11/04/2022,JNE3689-TU-S,1
11/04/2022,JNE3689-TU-XL,1
11/04/2022,JNE3689-TU-XXL,1
11/04/2022,JNE3690-TU-L,4
11/04/2022,JNE3690-TU-M,4
11/04/2022,JNE3690-TU-S,4
11/04/2022,JNE3690-TU-XL,8
11/04/2022,JNE3690-TU-XS,2
11/04/2022,JNE3690-TU-XXL,3
11/04/2022,JNE3690-TU-XXXL,4
11/04/2022,JNE3691-TU-L,5
11/04/2022,JNE3691-TU-M,1
11/04/2022,JNE3691-TU-XL,2
11/04/2022,JNE3691-TU-XS,1
11/04/2022,JNE3691-TU-XXL,1
11/04/2022,JNE3693-KR-M,2
11/04/2022,JNE3693-KR-S,1
11/04/2022,JNE3693-KR-XXL,3
11/04/2022,JNE3697-KR-S,3
11/04/2022,JNE3697-KR-XL,2
11/04/2022,JNE3698-KR-L,1
11/04/2022,JNE3698-KR-S,1
11/04/2022,JNE3698-KR-XXL,1
11/04/2022,JNE3700-KR-S,2
11/04/2022,JNE3700-KR-XS,0
11/04/2022,JNE3700-KR-XXL,2
11/04/2022,JNE3701-KR-L,3
11/04/2022,JNE3701-KR-XL,1
11/04/2022,JNE3702-KR-L,0
11/04/2022,JNE3702-KR-M,1
11/04/2022,JNE3702-KR-XL,1
11/04/2022,JNE3702-KR-XS,2
11/04/2022,JNE3702-KR-XXXL,1
11/04/2022,JNE3703-KR-L,2
11/04/2022,JNE3703-KR-M,3
11/04/2022,JNE3703-KR-XS,2
11/04/2022,JNE3704-KR-L,2
11/04/2022,JNE3704-KR-M,2
11/04/2022,JNE3704-KR-S,1
11/04/2022,JNE3704-KR-XL,1
11/04/2022,JNE3704-KR-XXXL,1
11/04/2022,JNE3706-DR-L,5
11/04/2022,JNE3706-DR-M,2
11/04/2022,JNE3706-DR-S,2
11/04/2022,JNE3706-DR-XL,3
11/04/2022,JNE3706-DR-XS,1
11/04/2022,JNE3706-DR-XXL,3
11/04/2022,JNE3706-DR-XXXL,2
11/04/2022,JNE3707-DR-L,1
11/04/2022,JNE3707-DR-M,1
11/04/2022,JNE3707-DR-XL,1
11/04/2022,JNE3707-DR-XXL,3
11/04/2022,JNE3707-DR-XXXL,2
11/04/2022,JNE3708-TU-L,1
11/04/2022,JNE3708-TU-M,1
11/04/2022,JNE3708-TU-S,1
11/04/2022,JNE3708-TU-XL,1
11/04/2022,JNE3708-TU-XXL,3
11/04/2022,JNE3708-TU-XXXL,4
11/04/2022,JNE3709-DR-XL,1
11/04/2022,JNE3709-DR-XS,1
11/04/2022,JNE3709-DR-XXL,1
11/04/2022,JNE3709-DR-XXXL,1
11/04/2022,JNE3710-DR-L,7
11/04/2022,JNE3710-DR-M,3
11/04/2022,JNE3710-DR-S,11
11/04/2022,JNE3710-DR-XL,3
11/04/2022,JNE3710-DR-XS,7
11/04/2022,JNE3710-DR-XXL,2
11/04/2022,JNE3710-DR-XXXL,10
11/04/2022,JNE3712-TP-N-S,1
11/04/2022,JNE3712-TP-N-XL,2
11/04/2022,JNE3712-TP-N-XXL,1
11/04/2022,JNE3713-TP-N-S,1
11/04/2022,JNE3713-TP-N-XL,1
11/04/2022,JNE3713-TP-N-XS,4
11/04/2022,JNE3713-TP-N-XXL,2
11/04/2022,JNE3714-KR-L,2
11/04/2022,JNE3714-KR-M,0
11/04/2022,JNE3714-KR-S,2
11/04/2022,JNE3714-KR-XL,2
11/04/2022,JNE3714-KR-XXXL,1
11/04/2022,JNE3715-KR-XXXL,1
11/04/2022,JNE3716-KR-L,6
11/04/2022,JNE3716-KR-S,1
11/04/2022,JNE3716-KR-XL,1
11/04/2022,JNE3716-KR-XXL,6
11/04/2022,JNE3716-KR-XXXL,3
11/04/2022,JNE3717-KR-M,2
11/04/2022,JNE3717-KR-S,1
11/04/2022,JNE3717-KR-XL,1
11/04/2022,JNE3718-KR-L,5
11/04/2022,JNE3718-KR-M,2
11/04/2022,JNE3718-KR-S,3
11/04/2022,JNE3718-KR-XL,5
11/04/2022,JNE3718-KR-XS,2
11/04/2022,JNE3718-KR-XXL,2
11/04/2022,JNE3718-KR-XXXL,3
11/04/2022,JNE3719-KR-XS,1
11/04/2022,JNE3720-KR-M,2
11/04/2022,JNE3720-KR-XL,1
11/04/2022,JNE3720-KR-XS,2
11/04/2022,JNE3720-KR-XXL,1
11/04/2022,JNE3720-KR-XXXL,2
11/04/2022,JNE3721-KR-L,5
11/04/2022,JNE3721-KR-M,3
11/04/2022,JNE3721-KR-XL,3
11/04/2022,JNE3721-KR-XS,3
11/04/2022,JNE3721-KR-XXL,4
11/04/2022,JNE3722-KR-L,1
11/04/2022,JNE3722-KR-XL,5
11/04/2022,JNE3722-KR-XS,1
11/04/2022,JNE3724-KR-L,2
11/04/2022,JNE3724-KR-M,1
11/04/2022,JNE3724-KR-S,2
11/04/2022,JNE3724-KR-XL,1
11/04/2022,JNE3724-KR-XS,1
11/04/2022,JNE3724-KR-XXL,1
11/04/2022,JNE3725-KR-XL,2
11/04/2022,JNE3726-KR-M,1
11/04/2022,JNE3726-KR-S,1
11/04/2022,JNE3726-KR-XXXL,1
11/04/2022,JNE3727-KR-L,1
11/04/2022,JNE3727-KR-M,1
11/04/2022,JNE3727-KR-XXL,1
11/04/2022,JNE3728-KR-S,2
11/04/2022,JNE3728-KR-XL,2
11/04/2022,JNE3729-KR-S,1
11/04/2022,JNE3729-KR-XL,1
11/04/2022,JNE3729-KR-XXXL,1
11/04/2022,JNE3730-KR-S,1
11/04/2022,JNE3730-KR-XS,1
11/04/2022,JNE3732-KR-XL,1
11/04/2022,JNE3733-KR-L,1
11/04/2022,JNE3733-KR-XL,1
11/04/2022,JNE3733-KR-XXL,2
11/04/2022,JNE3733-KR-XXXL,1
11/04/2022,JNE3735-KR-L,1
11/04/2022,JNE3735-KR-M,1
11/04/2022,JNE3735-KR-XXL,1
11/04/2022,JNE3738-KR-L,4
11/04/2022,JNE3738-KR-XL,1
11/04/2022,JNE3738-KR-XS,1
11/04/2022,JNE3738-KR-XXL,1
11/04/2022,JNE3738-KR-XXXL,4
11/04/2022,JNE3739-KR-L,5
11/04/2022,JNE3739-KR-XL,3
11/04/2022,JNE3739-KR-XXL,3
11/04/2022,JNE3739-KR-XXXL,3
11/04/2022,JNE3741-KR-L,2
11/04/2022,JNE3741-KR-M,2
11/04/2022,JNE3741-KR-XL,2
11/04/2022,JNE3741-KR-XXL,1
11/04/2022,JNE3741-KR-XXXL,1
11/04/2022,JNE3742-KR-L,1
11/04/2022,JNE3742-KR-M,1
11/04/2022,JNE3742-KR-S,2
11/04/2022,JNE3742-KR-XL,1
11/04/2022,JNE3742-KR-XXL,4
11/04/2022,JNE3742-KR-XXXL,1
11/04/2022,JNE3743-TP-S,1
11/04/2022,JNE3743-TP-XS,1
11/04/2022,JNE3743-TP-XXL,1
11/04/2022,JNE3744-TU-M,1
11/04/2022,JNE3744-TU-S,1
11/04/2022,JNE3744-TU-XS,4
11/04/2022,JNE3744-TU-XXL,1
11/04/2022,JNE3745-KR-L,1
11/04/2022,JNE3745-KR-M,2
11/04/2022,JNE3745-KR-S,2
11/04/2022,JNE3745-KR-XL,2
11/04/2022,JNE3745-KR-XXXL,1
11/04/2022,JNE3748-KR-XS,1
11/04/2022,JNE3749-KR-L,2
11/04/2022,JNE3749-KR-S,1
11/04/2022,JNE3749-KR-XL,2
11/04/2022,JNE3749-KR-XS,2
11/04/2022,JNE3749-KR-XXL,1
11/04/2022,JNE3749-KR-XXXL,3
11/04/2022,JNE3750-KR-S,1
11/04/2022,JNE3751-KR-L,1
11/04/2022,JNE3751-KR-M,2
11/04/2022,JNE3751-KR-XL,3
11/04/2022,JNE3751-KR-XXL,2
11/04/2022,JNE3751-KR-XXXL,3
11/04/2022,JNE3752-KR-M,2
11/04/2022,JNE3752-KR-S,0
11/04/2022,JNE3752-KR-XL,2
11/04/2022,JNE3752-KR-XXL,2
11/04/2022,JNE3753-KR-L,1
11/04/2022,JNE3753-KR-M,1
11/04/2022,JNE3753-KR-XXL,1
11/04/2022,JNE3753-KR-XXXL,3
11/04/2022,JNE3756-KR-L,1
11/04/2022,JNE3756-KR-M,1
11/04/2022,JNE3756-KR-S,1
11/04/2022,JNE3756-KR-XL,1
11/04/2022,JNE3757-KR-L,1
11/04/2022,JNE3757-KR-M,3
11/04/2022,JNE3757-KR-XXL,3
11/04/2022,JNE3757-KR-XXXL,1
11/04/2022,JNE3758-KR-L,2
11/04/2022,JNE3758-KR-M,2
11/04/2022,JNE3758-KR-S,1
11/04/2022,JNE3758-KR-XL,2
11/04/2022,JNE3758-KR-XS,1
11/04/2022,JNE3758-KR-XXL,3
11/04/2022,JNE3758-KR-XXXL,2
11/04/2022,JNE3760-KR-M,1
11/04/2022,JNE3761-KR-L,5
11/04/2022,JNE3761-KR-M,1
11/04/2022,JNE3761-KR-S,1
11/04/2022,JNE3761-KR-XL,4
11/04/2022,JNE3761-KR-XXL,4
11/04/2022,JNE3762-KR-XXXL,1
11/04/2022,JNE3763-KR-L,1
11/04/2022,JNE3763-KR-M,1
11/04/2022,JNE3763-KR-S,1
11/04/2022,JNE3763-KR-XL,1
11/04/2022,JNE3763-KR-XS,1
11/04/2022,JNE3763-KR-XXXL,1
11/04/2022,JNE3764-KR-L,1
11/04/2022,JNE3764-KR-M,1
11/04/2022,JNE3764-KR-S,1
11/04/2022,JNE3764-KR-XXL,1
11/04/2022,JNE3764-KR-XXXL,2
11/04/2022,JNE3766-KR-L,2
11/04/2022,JNE3766-KR-M,1
11/04/2022,JNE3766-KR-S,1
11/04/2022,JNE3766-KR-XS,1
11/04/2022,JNE3766-KR-XXL,2
11/04/2022,JNE3767-KR-M,1
11/04/2022,JNE3768-KR-M,1
11/04/2022,JNE3768-KR-XXL,1
11/04/2022,JNE3769-KR-XL,1
11/04/2022,JNE3769-KR-XS,1
11/04/2022,JNE3769-KR-XXXL,1
11/04/2022,JNE3770-KR-L,1
11/04/2022,JNE3770-KR-XXXL,2
11/04/2022,JNE3773-KR-L,1
11/04/2022,JNE3774-KR-XL,1
11/04/2022,JNE3774-KR-XXL,1
11/04/2022,JNE3775-KR-L,2
11/04/2022,JNE3775-KR-M,1
11/04/2022,JNE3775-KR-S,1
11/04/2022,JNE3775-KR-XL,4
11/04/2022,JNE3775-KR-XXL,1
11/04/2022,JNE3775-KR-XXXL,3
11/04/2022,JNE3776-KR-XXXL,1
11/04/2022,JNE3777-KR-M,1
11/04/2022,JNE3778-KR-L,1
11/04/2022,JNE3778-KR-M,4
11/04/2022,JNE3778-KR-S,1
11/04/2022,JNE3778-KR-XXXL,3
11/04/2022,JNE3779-KR-XL,1
11/04/2022,JNE3780-KR-XXXL,0
11/04/2022,JNE3781-KR-L,6
11/04/2022,JNE3781-KR-M,7
11/04/2022,JNE3781-KR-S,5
11/04/2022,JNE3781-KR-XL,7
11/04/2022,JNE3781-KR-XS,4
11/04/2022,JNE3781-KR-XXL,8
11/04/2022,JNE3781-KR-XXXL,15
11/04/2022,JNE3782-KR-L,5
11/04/2022,JNE3782-KR-XL,1
11/04/2022,JNE3782-KR-XXXL,5
11/04/2022,JNE3783-KR-L,2
11/04/2022,JNE3783-KR-M,1
11/04/2022,JNE3783-KR-S,2
11/04/2022,JNE3783-KR-XL,1
11/04/2022,JNE3783-KR-XXL,2
11/04/2022,JNE3783-KR-XXXL,5
11/04/2022,JNE3784-KR-L,6
11/04/2022,JNE3784-KR-M,7
11/04/2022,JNE3784-KR-S,6
11/04/2022,JNE3784-KR-XL,6
11/04/2022,JNE3784-KR-XS,2
11/04/2022,JNE3784-KR-XXL,5
11/04/2022,JNE3784-KR-XXXL,10
11/04/2022,JNE3785-KR-L,4
11/04/2022,JNE3785-KR-M,3
11/04/2022,JNE3785-KR-S,1
11/04/2022,JNE3785-KR-XL,3
11/04/2022,JNE3785-KR-XXL,1
11/04/2022,JNE3785-KR-XXXL,7
11/04/2022,JNE3786-KR-L,2
11/04/2022,JNE3786-KR-XXL,3
11/04/2022,JNE3786-KR-XXXL,4
11/04/2022,JNE3787-KR-L,3
11/04/2022,JNE3787-KR-M,3
11/04/2022,JNE3787-KR-XL,2
11/04/2022,JNE3787-KR-XXL,3
11/04/2022,JNE3787-KR-XXXL,1
11/04/2022,JNE3788-KR-M,1
11/04/2022,JNE3789-KR-M,1
11/04/2022,JNE3789-KR-XL,1
11/04/2022,JNE3789-KR-XS,1
11/04/2022,JNE3789-KR-XXL,2
11/04/2022,JNE3790-KR-L,2
11/04/2022,JNE3790-KR-M,6
11/04/2022,JNE3790-KR-S,1
11/04/2022,JNE3790-KR-XL,2
11/04/2022,JNE3790-KR-XXXL,2
11/04/2022,JNE3792-KR-XXL,1
11/04/2022,JNE3792-KR-XXXL,1
11/04/2022,JNE3793-KR-L,3
11/04/2022,JNE3793-KR-XL,4
11/04/2022,JNE3793-KR-XXXL,2
11/04/2022,JNE3794-KR-L,12
11/04/2022,JNE3794-KR-M,10
11/04/2022,JNE3794-KR-S,2
11/04/2022,JNE3794-KR-XL,19
11/04/2022,JNE3794-KR-XS,2
11/04/2022,JNE3794-KR-XXL,10
11/04/2022,JNE3794-KR-XXXL,9
11/04/2022,JNE3795-KR-L,3
11/04/2022,JNE3795-KR-S,10
11/04/2022,JNE3795-KR-XL,4
11/04/2022,JNE3795-KR-XS,7
11/04/2022,JNE3796-KR-L,1
11/04/2022,JNE3796-KR-M,1
11/04/2022,JNE3796-KR-XL,1
11/04/2022,JNE3796-KR-XXXL,1
11/04/2022,JNE3797-KR-A-L,4
11/04/2022,JNE3797-KR-A-S,1
11/04/2022,JNE3797-KR-A-XS,3
11/04/2022,JNE3797-KR-A-XXL,1
11/04/2022,JNE3797-KR-L,44
11/04/2022,JNE3797-KR-M,24
11/04/2022,JNE3797-KR-S,21
11/04/2022,JNE3797-KR-XL,6
11/04/2022,JNE3797-KR-XS,18
11/04/2022,JNE3797-KR-XXL,29
11/04/2022,JNE3797-KR-XXXL,11
11/04/2022,JNE3798-KR-A-XL,1
11/04/2022,JNE3798-KR-L,7
11/04/2022,JNE3798-KR-M,4
11/04/2022,JNE3798-KR-XL,7
11/04/2022,JNE3798-KR-XS,4
11/04/2022,JNE3798-KR-XXL,2
11/04/2022,JNE3798-KR-XXXL,3
11/04/2022,JNE3799-KR-L,4
11/04/2022,JNE3799-KR-M,1
11/04/2022,JNE3799-KR-S,1
11/04/2022,JNE3799-KR-XL,0
11/04/2022,JNE3799-KR-XS,1
11/04/2022,JNE3799-KR-XXL,1
11/04/2022,JNE3799-KR-XXXL,1
11/04/2022,JNE3800-KR-A-L,1
11/04/2022,JNE3800-KR-A-M,1
11/04/2022,JNE3800-KR-A-XXL,1
11/04/2022,JNE3800-KR-A-XXXL,2
11/04/2022,JNE3800-KR-L,14
11/04/2022,JNE3800-KR-S,2
11/04/2022,JNE3800-KR-XS,2
11/04/2022,JNE3800-KR-XXL,3
11/04/2022,JNE3800-KR-XXXL,5
11/04/2022,JNE3801-KR-L,5
11/04/2022,JNE3801-KR-M,5
11/04/2022,JNE3801-KR-S,2
11/04/2022,JNE3801-KR-XL,4
11/04/2022,JNE3801-KR-XS,5
11/04/2022,JNE3801-KR-XXL,5
11/04/2022,JNE3801-KR-XXXL,3
11/04/2022,JNE3802-KR-L,3
11/04/2022,JNE3802-KR-M,5
11/04/2022,JNE3802-KR-S,6
11/04/2022,JNE3802-KR-XL,3
11/04/2022,JNE3802-KR-XS,1
11/04/2022,JNE3803-KR-L,4
11/04/2022,JNE3803-KR-M,7
11/04/2022,JNE3803-KR-S,3
11/04/2022,JNE3803-KR-XL,2
11/04/2022,JNE3803-KR-XXL,1
11/04/2022,JNE3804-KR-S,1
11/04/2022,JNE3804-KR-XL,3
11/04/2022,JNE3804-KR-XXL,1
11/04/2022,JNE3805-KR-L,1
11/04/2022,JNE3805-KR-XS,1
11/04/2022,JNE3806-KR-L,4
11/04/2022,JNE3806-KR-M,2
11/04/2022,JNE3806-KR-S,1
11/04/2022,JNE3806-KR-XL,2
11/04/2022,JNE3806-KR-XXXL,0
11/04/2022,JNE3807-KR-S,4
11/04/2022,JNE3807-KR-XL,1
11/04/2022,JNE3807-KR-XXXL,1
11/04/2022,JNE3810-KR-L,2
11/04/2022,JNE3810-KR-S,1
11/04/2022,JNE3810-KR-XL,2
11/04/2022,JNE3810-KR-XXXL,1
11/04/2022,JNE3811-KR-XXXL,1
11/04/2022,JNE3813-KR-M,1
11/04/2022,JNE3813-KR-S,1
11/04/2022,JNE3813-KR-XL,1
11/04/2022,JNE3813-KR-XXL,2
11/04/2022,JNE3813-KR-XXXL,1
11/04/2022,JNE3816-KR-L,3
11/04/2022,JNE3816-KR-M,1
11/04/2022,JNE3816-KR-S,1
11/04/2022,JNE3816-KR-XL,3
11/04/2022,JNE3816-KR-XXL,5
11/04/2022,JNE3817-KR-L,1
11/04/2022,JNE3817-KR-M,2
11/04/2022,JNE3817-KR-S,1
11/04/2022,JNE3817-KR-XL,1
11/04/2022,JNE3817-KR-XS,1
11/04/2022,JNE3817-KR-XXL,2
11/04/2022,JNE3818-KR-XL,2
11/04/2022,JNE3818-KR-XS,1
11/04/2022,JNE3818-KR-XXXL,1
11/04/2022,JNE3819-KR-L,1
11/04/2022,JNE3819-KR-XL,1
11/04/2022,JNE3819-KR-XXXL,2
11/04/2022,JNE3820-KR-M,1
11/04/2022,JNE3820-KR-XL,1
11/04/2022,JNE3821-KR-M,2
11/04/2022,JNE3821-KR-S,1
11/04/2022,JNE3821-KR-XL,1
11/04/2022,JNE3822-KR-L,1
11/04/2022,JNE3822-KR-M,0
11/04/2022,JNE3822-KR-XL,1
11/04/2022,JNE3822-KR-XXL,1
11/04/2022,JNE3822-KR-XXXL,3
11/04/2022,JNE3823-KR-M,1
11/04/2022,JNE3823-KR-XL,1
11/04/2022,JNE3825-KR-M,2
11/04/2022,JNE3825-KR-S,1
11/04/2022,JNE3825-KR-XS,1
11/04/2022,JNE3833-KR-L,1
11/04/2022,JNE3833-KR-M,2
11/04/2022,JNE3833-KR-S,1
11/04/2022,JNE3833-KR-XL,1
11/04/2022,JNE3833-KR-XXL,2
